id_prod count pourcentage
6023 165 0.761
2141 165 0.761
1977 165 0.761
5742 165 0.761
5848 165 0.761
4007 165 0.761
4701 164 0.756
4548 164 0.756
1905 164 0.756
6567 164 0.756
2429 164 0.756
5182 164 0.756
6533 164 0.756
3678 164 0.756
3399 164 0.756
2010 164 0.756
7313 163 0.751
1548 163 0.751
2005 163 0.751
3037 163 0.751
6619 163 0.751
6511 163 0.751
1398 163 0.751
380 163 0.751
4272 162 0.747
4518 162 0.747
3337 162 0.747
6668 162 0.747
5185 162 0.747
2954 162 0.747
4995 162 0.747
4476 162 0.747
1991 161 0.742
5744 161 0.742
3819 161 0.742
2585 161 0.742
2940 161 0.742
7304 161 0.742
3740 161 0.742
6879 160 0.737
1582 160 0.737
2000 160 0.737
5031 160 0.737
1793 160 0.737
1751 160 0.737
5196 160 0.737
1349 160 0.737
5877 160 0.737
971 160 0.737
341 160 0.737
5871 160 0.737
7361 159 0.733
6709 159 0.733
4697 159 0.733
6476 159 0.733
3391 159 0.733
3519 159 0.733
4722 159 0.733
1556 159 0.733
847 158 0.728
5438 158 0.728
227 158 0.728
1913 158 0.728
6956 158 0.728
2935 158 0.728
7286 158 0.728
1236 157 0.724
3176 157 0.724
6582 157 0.724
6334 157 0.724
4851 157 0.724
4410 157 0.724
3757 157 0.724
7388 157 0.724
5757 157 0.724
5548 157 0.724
378 157 0.724
3802 157 0.724
5284 157 0.724
6618 157 0.724
3731 157 0.724
4709 156 0.719
5763 156 0.719
1110 156 0.719
4456 156 0.719
844 156 0.719
1461 156 0.719
5778 156 0.719
5236 156 0.719
952 156 0.719
3269 156 0.719
5339 156 0.719
5461 156 0.719
2702 155 0.714
6758 155 0.714
4996 155 0.714
289 155 0.714
2496 155 0.714
7121 155 0.714
6013 155 0.714
2887 155 0.714
4653 155 0.714
5258 155 0.714
2993 155 0.714
1187 155 0.714
861 155 0.714
109 155 0.714
3053 155 0.714
2192 155 0.714
4704 155 0.714
4392 154 0.71
233 154 0.71
7071 154 0.71
4232 154 0.71
2427 154 0.71
6730 154 0.71
1059 154 0.71
5360 154 0.71
3769 154 0.71
304 153 0.705
2582 153 0.705
3270 153 0.705
4278 153 0.705
2559 153 0.705
2689 153 0.705
4266 153 0.705
4251 153 0.705
6434 153 0.705
3191 153 0.705
5617 153 0.705
2464 152 0.701
6981 152 0.701
2893 152 0.701
2914 152 0.701
5666 152 0.701
4109 152 0.701
2439 152 0.701
1700 152 0.701
3735 152 0.701
5340 152 0.701
6932 152 0.701
2191 152 0.701
6506 152 0.701
2377 151 0.696
4833 151 0.696
5400 151 0.696
700 151 0.696
982 151 0.696
2686 151 0.696
2173 151 0.696
2150 151 0.696
1788 151 0.696
810 151 0.696
6967 151 0.696
6587 150 0.691
6269 150 0.691
7252 150 0.691
766 150 0.691
1205 150 0.691
4446 150 0.691
7390 150 0.691
45 150 0.691
5414 150 0.691
3727 150 0.691
6728 150 0.691
5042 150 0.691
4970 149 0.687
1369 149 0.687
4265 149 0.687
2428 149 0.687
4411 149 0.687
7235 149 0.687
1388 149 0.687
110 149 0.687
6329 149 0.687
3253 149 0.687
7124 148 0.682
705 148 0.682
753 148 0.682
6706 148 0.682
2895 148 0.682
5138 148 0.682
53 148 0.682
6552 148 0.682
3586 147 0.678
1898 147 0.678
3434 147 0.678
6313 147 0.678
7111 147 0.678
1143 147 0.678
1572 147 0.678
4885 147 0.678
619 147 0.678
6119 147 0.678
3389 147 0.678
4640 147 0.678
2140 147 0.678
3255 147 0.678
4659 146 0.673
7348 146 0.673
1424 146 0.673
2049 146 0.673
7018 146 0.673
1553 146 0.673
5893 146 0.673
3256 146 0.673
3349 145 0.668
5223 145 0.668
4699 145 0.668
3334 145 0.668
6649 145 0.668
4263 145 0.668
2946 145 0.668
3713 145 0.668
7072 145 0.668
3418 145 0.668
7245 145 0.668
3482 145 0.668
519 145 0.668
3112 145 0.668
6723 145 0.668
1740 144 0.664
5277 144 0.664
6315 144 0.664
7238 144 0.664
2417 144 0.664
550 144 0.664
4714 144 0.664
5396 144 0.664
7300 144 0.664
144 144 0.664
6672 144 0.664
1452 144 0.664
1714 144 0.664
1047 144 0.664
3518 144 0.664
4268 144 0.664
1468 144 0.664
3952 144 0.664
3011 144 0.664
3791 144 0.664
1770 143 0.659
184 143 0.659
2618 143 0.659
2852 143 0.659
3198 143 0.659
4550 143 0.659
3628 143 0.659
1942 143 0.659
6111 143 0.659
915 143 0.659
2578 143 0.659
1041 143 0.659
2054 143 0.659
1397 143 0.659
6065 143 0.659
1727 143 0.659
7139 143 0.659
3859 142 0.655
3495 142 0.655
5433 142 0.655
1918 142 0.655
5705 142 0.655
3494 142 0.655
4187 142 0.655
1456 142 0.655
1785 142 0.655
813 142 0.655
2078 142 0.655
1193 142 0.655
2834 142 0.655
1543 141 0.65
1135 141 0.65
4226 141 0.65
5181 141 0.65
2576 141 0.65
5500 141 0.65
3311 141 0.65
6105 141 0.65
4918 141 0.65
102 141 0.65
5813 141 0.65
5859 141 0.65
3341 141 0.65
4792 140 0.645
5693 140 0.645
229 140 0.645
1856 140 0.645
2880 140 0.645
5869 140 0.645
5381 140 0.645
2921 140 0.645
1170 140 0.645
2077 140 0.645
7014 140 0.645
182 139 0.641
7259 139 0.641
153 139 0.641
1764 139 0.641
1711 139 0.641
1385 139 0.641
7090 139 0.641
4787 139 0.641
1294 139 0.641
4442 139 0.641
2741 139 0.641
5218 139 0.641
7285 139 0.641
4836 138 0.636
4258 138 0.636
5450 138 0.636
7293 138 0.636
1591 138 0.636
3745 138 0.636
1470 138 0.636
2606 138 0.636
5715 138 0.636
4320 138 0.636
5888 138 0.636
6303 137 0.631
590 137 0.631
490 137 0.631
5767 137 0.631
3427 137 0.631
3894 137 0.631
1854 137 0.631
97 137 0.631
4300 137 0.631
3827 137 0.631
3824 137 0.631
506 137 0.631
6760 137 0.631
2164 137 0.631
5652 136 0.627
5071 136 0.627
4610 136 0.627
260 136 0.627
3533 136 0.627
5654 136 0.627
2960 136 0.627
812 136 0.627
6142 135 0.622
4495 135 0.622
2115 135 0.622
4383 135 0.622
4682 135 0.622
3012 135 0.622
208 135 0.622
7334 135 0.622
3549 135 0.622
5366 135 0.622
4471 135 0.622
808 135 0.622
4959 135 0.622
5633 135 0.622
7387 135 0.622
3090 135 0.622
5578 135 0.622
2906 134 0.618
2652 134 0.618
149 134 0.618
5623 134 0.618
3514 134 0.618
1234 134 0.618
980 134 0.618
193 133 0.613
7114 133 0.613
7113 133 0.613
6189 133 0.613
1457 133 0.613
3577 133 0.613
3840 133 0.613
2978 133 0.613
98 133 0.613
6258 133 0.613
1666 133 0.613
2544 133 0.613
601 132 0.608
5168 132 0.608
3862 132 0.608
6707 132 0.608
1235 132 0.608
5803 132 0.608
6392 132 0.608
1314 132 0.608
4592 132 0.608
5728 132 0.608
3744 132 0.608
6465 132 0.608
3994 132 0.608
4658 131 0.604
5415 131 0.604
2548 131 0.604
33 131 0.604
6745 131 0.604
7292 131 0.604
3719 131 0.604
3242 131 0.604
4144 131 0.604
6084 130 0.599
5691 130 0.599
5435 130 0.599
4318 130 0.599
5401 130 0.599
1027 130 0.599
5596 130 0.599
6754 130 0.599
3785 130 0.599
356 130 0.599
1536 130 0.599
7305 130 0.599
2630 130 0.599
3513 130 0.599
5605 129 0.595
4747 129 0.595
1050 129 0.595
6987 129 0.595
3902 129 0.595
3355 129 0.595
3000 129 0.595
3737 129 0.595
368 129 0.595
4463 129 0.595
4915 129 0.595
167 129 0.595
6699 129 0.595
6898 129 0.595
5295 128 0.59
3013 128 0.59
3298 128 0.59
3377 128 0.59
4944 128 0.59
2148 128 0.59
6062 128 0.59
2792 127 0.585
1421 127 0.585
3048 127 0.585
7372 127 0.585
664 127 0.585
1120 127 0.585
7367 127 0.585
3816 127 0.585
4814 127 0.585
371 127 0.585
7186 127 0.585
6492 127 0.585
5465 127 0.585
521 127 0.585
375 127 0.585
3779 127 0.585
6026 127 0.585
5864 127 0.585
1723 127 0.585
5119 127 0.585
3324 127 0.585
5427 126 0.581
2011 126 0.581
5242 126 0.581
1507 126 0.581
4299 126 0.581
1111 126 0.581
6516 126 0.581
133 126 0.581
1675 126 0.581
1979 126 0.581
3207 126 0.581
2342 126 0.581
5751 126 0.581
7338 126 0.581
820 125 0.576
6444 125 0.576
1220 125 0.576
3103 125 0.576
3817 125 0.576
5329 125 0.576
3249 125 0.576
4195 125 0.576
5690 125 0.576
6530 125 0.576
3830 125 0.576
641 125 0.576
765 125 0.576
4783 125 0.576
3400 125 0.576
5627 125 0.576
1987 125 0.576
1943 125 0.576
5286 125 0.576
5407 125 0.576
1710 125 0.576
4220 125 0.576
2317 125 0.576
5455 124 0.572
5110 124 0.572
5811 124 0.572
2795 124 0.572
6140 124 0.572
549 124 0.572
3872 124 0.572
3447 124 0.572
316 124 0.572
2772 124 0.572
5080 124 0.572
665 124 0.572
5099 123 0.567
1934 123 0.567
1212 123 0.567
141 123 0.567
3852 123 0.567
6285 123 0.567
6208 123 0.567
2660 123 0.567
3274 123 0.567
6021 122 0.562
3919 122 0.562
4448 122 0.562
1454 122 0.562
5233 122 0.562
2580 122 0.562
4237 122 0.562
17 122 0.562
1741 122 0.562
6316 122 0.562
7001 122 0.562
6756 122 0.562
5890 122 0.562
3615 122 0.562
3280 121 0.558
5240 121 0.558
4705 121 0.558
6386 121 0.558
6080 121 0.558
85 121 0.558
794 121 0.558
7274 121 0.558
4888 121 0.558
2739 121 0.558
352 121 0.558
5854 121 0.558
3940 121 0.558
6312 120 0.553
4235 120 0.553
5106 120 0.553
1878 120 0.553
710 120 0.553
2376 120 0.553
5679 120 0.553
155 120 0.553
1064 120 0.553
6179 120 0.553
3440 120 0.553
5900 120 0.553
2071 120 0.553
362 120 0.553
2967 119 0.549
4242 119 0.549
6187 119 0.549
1121 119 0.549
2844 119 0.549
4244 119 0.549
6539 119 0.549
6713 119 0.549
3897 119 0.549
3714 119 0.549
1970 119 0.549
525 119 0.549
1864 119 0.549
4321 119 0.549
2531 118 0.544
1439 118 0.544
5511 118 0.544
1005 118 0.544
2106 118 0.544
7000 118 0.544
2053 118 0.544
6739 118 0.544
781 118 0.544
2497 118 0.544
6880 118 0.544
89 118 0.544
5522 118 0.544
1564 118 0.544
301 118 0.544
3880 118 0.544
372 118 0.544
4417 117 0.539
7054 117 0.539
7102 117 0.539
1705 117 0.539
3328 117 0.539
2662 117 0.539
5402 117 0.539
2603 117 0.539
1831 117 0.539
3277 117 0.539
1153 117 0.539
3130 117 0.539
5493 117 0.539
5895 117 0.539
6996 116 0.535
660 116 0.535
6281 116 0.535
3273 116 0.535
146 116 0.535
2108 116 0.535
1038 116 0.535
523 116 0.535
4303 116 0.535
2980 116 0.535
4423 116 0.535
4230 116 0.535
4012 116 0.535
5891 116 0.535
5902 116 0.535
2762 116 0.535
5625 116 0.535
1371 116 0.535
7079 115 0.53
1920 115 0.53
754 115 0.53
1810 115 0.53
6946 115 0.53
6945 115 0.53
4447 115 0.53
2991 115 0.53
5235 115 0.53
792 115 0.53
5204 115 0.53
1329 115 0.53
508 115 0.53
1619 115 0.53
6980 115 0.53
5622 115 0.53
4326 115 0.53
4002 115 0.53
3056 115 0.53
5876 115 0.53
1712 115 0.53
1596 114 0.525
1228 114 0.525
6588 114 0.525
6141 114 0.525
786 114 0.525
725 114 0.525
5113 114 0.525
2434 114 0.525
6116 114 0.525
5589 114 0.525
5724 114 0.525
2791 114 0.525
5274 114 0.525
1473 114 0.525
103 114 0.525
658 114 0.525
1229 114 0.525
275 114 0.525
3937 114 0.525
4587 114 0.525
2018 113 0.521
3826 113 0.521
6671 113 0.521
631 113 0.521
1330 113 0.521
858 113 0.521
6290 113 0.521
2023 113 0.521
6081 113 0.521
3454 113 0.521
1628 113 0.521
1677 113 0.521
3630 113 0.521
2820 113 0.521
3729 113 0.521
5795 113 0.521
3305 113 0.521
2430 113 0.521
7337 113 0.521
164 113 0.521
5610 112 0.516
203 112 0.516
5667 112 0.516
7225 112 0.516
6637 112 0.516
502 112 0.516
2832 112 0.516
640 112 0.516
5498 112 0.516
3462 112 0.516
5255 112 0.516
3813 112 0.516
7384 112 0.516
5695 112 0.516
5568 112 0.516
6901 112 0.516
1431 112 0.516
597 112 0.516
105 112 0.516
5856 112 0.516
5120 112 0.516
3763 111 0.512
5520 111 0.512
984 111 0.512
2611 111 0.512
1930 111 0.512
5663 111 0.512
3746 111 0.512
4444 111 0.512
213 111 0.512
5669 111 0.512
4561 111 0.512
1157 111 0.512
2056 111 0.512
2013 111 0.512
6163 111 0.512
1861 111 0.512
2629 111 0.512
5851 111 0.512
6300 110 0.507
2705 110 0.507
7091 110 0.507
594 110 0.507
4113 110 0.507
1584 110 0.507
1866 110 0.507
5326 110 0.507
5375 110 0.507
2525 110 0.507
5696 110 0.507
3794 110 0.507
243 110 0.507
2568 110 0.507
4994 110 0.507
3522 110 0.507
899 110 0.507
113 110 0.507
785 110 0.507
347 110 0.507
6235 109 0.502
6077 109 0.502
1032 109 0.502
6711 109 0.502
3820 109 0.502
4445 109 0.502
255 109 0.502
3928 109 0.502
5244 109 0.502
4730 109 0.502
3750 109 0.502
6751 109 0.502
3828 109 0.502
941 109 0.502
5863 109 0.502
3984 109 0.502
3955 109 0.502
273 109 0.502
3933 109 0.502
4969 109 0.502
901 109 0.502
5108 108 0.498
7341 108 0.498
2561 108 0.498
4772 108 0.498
6390 108 0.498
4642 108 0.498
6423 108 0.498
5809 108 0.498
287 108 0.498
837 108 0.498
2475 108 0.498
4015 108 0.498
4176 108 0.498
6228 107 0.493
4997 107 0.493
7156 107 0.493
6446 107 0.493
6592 107 0.493
2029 107 0.493
147 107 0.493
2438 107 0.493
189 107 0.493
1552 107 0.493
2836 107 0.493
6248 107 0.493
2888 107 0.493
3439 107 0.493
6536 107 0.493
252 107 0.493
2579 107 0.493
1224 107 0.493
605 107 0.493
3429 107 0.493
6352 107 0.493
5010 107 0.493
3292 107 0.493
937 107 0.493
1673 107 0.493
4815 107 0.493
112 107 0.493
6913 107 0.493
267 107 0.493
5093 107 0.493
7064 107 0.493
2693 106 0.489
4794 106 0.489
2505 106 0.489
6665 106 0.489
4407 106 0.489
3724 106 0.489
1915 106 0.489
5280 106 0.489
6519 106 0.489
2625 106 0.489
898 106 0.489
4452 105 0.484
2118 105 0.484
3167 105 0.484
4364 105 0.484
5644 105 0.484
2201 105 0.484
2750 105 0.484
1859 105 0.484
2017 105 0.484
610 105 0.484
3784 105 0.484
1272 105 0.484
2316 105 0.484
171 105 0.484
5628 105 0.484
4943 105 0.484
2617 104 0.479
7115 104 0.479
2786 104 0.479
7333 104 0.479
5001 104 0.479
2529 104 0.479
4831 104 0.479
2452 104 0.479
6319 104 0.479
677 104 0.479
4346 104 0.479
3738 104 0.479
3973 104 0.479
3947 104 0.479
5431 103 0.475
7373 103 0.475
5718 103 0.475
3908 103 0.475
2432 103 0.475
2436 103 0.475
1569 103 0.475
6877 103 0.475
651 103 0.475
7303 103 0.475
1669 103 0.475
2486 103 0.475
6771 103 0.475
5880 103 0.475
2566 102 0.47
6299 102 0.47
6490 102 0.47
5279 102 0.47
179 102 0.47
4229 102 0.47
6985 102 0.47
4615 102 0.47
1969 102 0.47
891 102 0.47
7069 102 0.47
6565 102 0.47
108 102 0.47
2477 102 0.47
5486 102 0.47
69 102 0.47
4333 101 0.466
6168 101 0.466
661 101 0.466
6165 101 0.466
7362 101 0.466
1191 101 0.466
6124 101 0.466
6276 101 0.466
3563 101 0.466
6193 101 0.466
1889 101 0.466
4222 101 0.466
2819 101 0.466
3592 101 0.466
6835 101 0.466
4402 101 0.466
3770 101 0.466
359 101 0.466
5380 101 0.466
1418 100 0.461
1990 100 0.461
6295 100 0.461
3265 100 0.461
2380 100 0.461
6685 100 0.461
1512 100 0.461
5558 100 0.461
2321 100 0.461
3877 100 0.461
2170 100 0.461
4264 100 0.461
6983 99 0.456
6280 99 0.456
204 99 0.456
4845 99 0.456
4324 99 0.456
849 99 0.456
2604 99 0.456
6608 99 0.456
6843 99 0.456
6169 99 0.456
7258 99 0.456
6137 99 0.456
2688 99 0.456
3692 99 0.456
3978 99 0.456
992 98 0.452
6986 98 0.452
6314 98 0.452
7232 98 0.452
4866 98 0.452
1895 98 0.452
3924 98 0.452
1123 98 0.452
870 98 0.452
6823 98 0.452
5772 98 0.452
3218 98 0.452
3997 98 0.452
5474 98 0.452
6701 98 0.452
5424 98 0.452
6493 97 0.447
1344 97 0.447
2626 97 0.447
2426 97 0.447
7268 97 0.447
3267 97 0.447
6872 97 0.447
2382 97 0.447
4368 97 0.447
3599 97 0.447
4877 97 0.447
4868 97 0.447
1102 97 0.447
6531 97 0.447
5872 97 0.447
7283 97 0.447
1820 96 0.442
2338 96 0.442
4547 96 0.442
3591 96 0.442
6703 96 0.442
6185 96 0.442
139 96 0.442
4688 96 0.442
2109 96 0.442
6166 96 0.442
4632 96 0.442
2637 96 0.442
6509 96 0.442
7078 96 0.442
1668 96 0.442
3701 96 0.442
4826 96 0.442
1257 96 0.442
5287 96 0.442
3881 96 0.442
933 96 0.442
1400 96 0.442
165 96 0.442
4453 95 0.438
4332 95 0.438
2533 95 0.438
3525 95 0.438
3236 95 0.438
2461 95 0.438
2979 95 0.438
6729 95 0.438
2907 95 0.438
791 95 0.438
4206 95 0.438
6641 95 0.438
3999 95 0.438
6389 95 0.438
3734 95 0.438
1982 95 0.438
5056 95 0.438
3471 94 0.433
5034 94 0.433
3673 94 0.433
3173 94 0.433
1993 94 0.433
4712 94 0.433
6556 94 0.433
3569 94 0.433
987 94 0.433
5388 94 0.433
5141 94 0.433
3303 94 0.433
6585 94 0.433
2022 94 0.433
3323 94 0.433
1367 94 0.433
2123 94 0.433
6984 94 0.433
2343 94 0.433
5892 94 0.433
4690 93 0.429
3676 93 0.429
784 93 0.429
839 93 0.429
885 93 0.429
6051 93 0.429
7149 93 0.429
761 93 0.429
6882 93 0.429
1946 93 0.429
3266 93 0.429
6113 93 0.429
5074 93 0.429
4000 93 0.429
7109 93 0.429
3554 93 0.429
3596 92 0.424
2210 92 0.424
2903 92 0.424
1188 92 0.424
6861 92 0.424
2487 92 0.424
5790 92 0.424
3384 92 0.424
3572 92 0.424
5689 92 0.424
3041 92 0.424
4977 92 0.424
3279 92 0.424
4470 92 0.424
6353 92 0.424
6569 92 0.424
2553 92 0.424
5886 92 0.424
1115 92 0.424
1277 92 0.424
4588 92 0.424
6348 92 0.424
1600 92 0.424
2425 92 0.424
120 92 0.424
3981 92 0.424
5029 92 0.424
3787 92 0.424
2079 91 0.419
6012 91 0.419
5619 91 0.419
770 91 0.419
4842 91 0.419
2746 91 0.419
7138 91 0.419
751 91 0.419
1037 91 0.419
1745 91 0.419
4519 91 0.419
1125 91 0.419
388 91 0.419
2309 91 0.419
3356 91 0.419
5393 91 0.419
3212 91 0.419
3732 91 0.419
4684 91 0.419
6875 91 0.419
4262 91 0.419
655 91 0.419
4806 90 0.415
6807 90 0.415
4116 90 0.415
4339 90 0.415
543 90 0.415
5432 90 0.415
4617 90 0.415
4694 90 0.415
687 90 0.415
3575 90 0.415
3674 90 0.415
3778 90 0.415
6182 90 0.415
2764 90 0.415
5124 90 0.415
5352 90 0.415
2730 89 0.41
1372 89 0.41
4675 89 0.41
4440 89 0.41
5241 89 0.41
2203 89 0.41
2411 89 0.41
2966 89 0.41
5804 89 0.41
3023 89 0.41
566 89 0.41
2004 89 0.41
1068 89 0.41
7055 89 0.41
4809 89 0.41
1688 89 0.41
6453 89 0.41
3489 89 0.41
6643 89 0.41
2770 89 0.41
6134 89 0.41
5634 89 0.41
2491 89 0.41
1222 89 0.41
2163 89 0.41
1524 89 0.41
1967 89 0.41
4618 88 0.406
1202 88 0.406
2205 88 0.406
2540 88 0.406
2708 88 0.406
3935 88 0.406
2549 88 0.406
2586 88 0.406
7130 88 0.406
1172 88 0.406
5434 88 0.406
921 88 0.406
2414 88 0.406
1107 88 0.406
3782 88 0.406
5247 88 0.406
3990 88 0.406
6934 88 0.406
1936 88 0.406
5820 88 0.406
5668 88 0.406
3024 88 0.406
2097 87 0.401
23 87 0.401
6201 87 0.401
6744 87 0.401
5563 87 0.401
6548 87 0.401
6782 87 0.401
5575 87 0.401
842 87 0.401
1211 87 0.401
111 87 0.401
6726 87 0.401
348 87 0.401
5632 87 0.401
2166 87 0.401
6255 86 0.396
4437 86 0.396
5482 86 0.396
4282 86 0.396
5061 86 0.396
2636 86 0.396
6805 86 0.396
6762 86 0.396
4839 86 0.396
1755 85 0.392
1174 85 0.392
835 85 0.392
492 85 0.392
3268 85 0.392
6131 85 0.392
1858 85 0.392
6599 85 0.392
6104 85 0.392
1347 85 0.392
1217 85 0.392
2154 85 0.392
3210 85 0.392
3211 85 0.392
2647 84 0.387
4389 84 0.387
2986 84 0.387
3366 84 0.387
6083 84 0.387
5399 84 0.387
7377 84 0.387
2909 84 0.387
3672 84 0.387
4800 84 0.387
1791 84 0.387
4347 84 0.387
367 84 0.387
2605 84 0.387
5229 84 0.387
3395 84 0.387
2492 84 0.387
574 84 0.387
3993 84 0.387
768 83 0.383
1420 83 0.383
6578 83 0.383
205 83 0.383
2502 83 0.383
4879 83 0.383
2698 83 0.383
4904 83 0.383
5021 83 0.383
2757 83 0.383
3863 83 0.383
2790 83 0.383
2542 83 0.383
3381 83 0.383
5781 83 0.383
1696 83 0.383
5567 83 0.383
5597 83 0.383
2189 83 0.383
6205 83 0.383
4929 83 0.383
604 83 0.383
4328 83 0.383
5586 83 0.383
1717 83 0.383
382 83 0.383
6060 83 0.383
1390 83 0.383
2833 83 0.383
5683 83 0.383
1178 82 0.378
4655 82 0.378
6615 82 0.378
1098 82 0.378
3726 82 0.378
4878 82 0.378
4231 82 0.378
1773 82 0.378
789 82 0.378
1938 82 0.378
1058 82 0.378
1078 82 0.378
5413 82 0.378
5422 82 0.378
5680 82 0.378
4555 81 0.373
2957 81 0.373
4359 81 0.373
3412 81 0.373
4396 81 0.373
286 81 0.373
493 81 0.373
2051 81 0.373
307 81 0.373
4991 81 0.373
3456 81 0.373
4560 81 0.373
1631 81 0.373
6722 81 0.373
4142 81 0.373
5059 81 0.373
335 81 0.373
6256 80 0.369
2096 80 0.369
2204 80 0.369
4692 80 0.369
1783 80 0.369
4811 80 0.369
6154 80 0.369
6371 80 0.369
389 80 0.369
1204 80 0.369
5172 80 0.369
3772 80 0.369
4761 80 0.369
6636 80 0.369
55 80 0.369
593 80 0.369
1825 80 0.369
3077 80 0.369
2699 79 0.364
2851 79 0.364
956 79 0.364
6413 79 0.364
772 79 0.364
7166 79 0.364
524 79 0.364
7220 79 0.364
2725 79 0.364
4017 79 0.364
191 79 0.364
3034 79 0.364
5698 79 0.364
6451 79 0.364
338 79 0.364
636 79 0.364
5421 79 0.364
4558 79 0.364
4427 78 0.36
4497 78 0.36
6650 78 0.36
4409 78 0.36
491 78 0.36
4480 78 0.36
6573 78 0.36
584 78 0.36
5442 78 0.36
4199 78 0.36
4998 78 0.36
2384 78 0.36
7247 78 0.36
654 78 0.36
1662 78 0.36
344 78 0.36
929 78 0.36
881 78 0.36
1720 78 0.36
3073 78 0.36
1395 78 0.36
2318 78 0.36
3901 77 0.355
2974 77 0.355
60 77 0.355
618 77 0.355
6403 77 0.355
1445 77 0.355
2805 77 0.355
6008 77 0.355
6832 77 0.355
6097 77 0.355
256 77 0.355
2695 77 0.355
6426 77 0.355
1919 77 0.355
7088 77 0.355
995 77 0.355
994 77 0.355
4050 77 0.355
4677 77 0.355
3556 77 0.355
6114 76 0.35
2116 76 0.35
7297 76 0.35
626 76 0.35
6144 76 0.35
2900 76 0.35
5807 76 0.35
6692 76 0.35
4228 76 0.35
2719 76 0.35
6772 76 0.35
6203 76 0.35
1305 76 0.35
7170 76 0.35
4301 76 0.35
4645 76 0.35
3730 76 0.35
790 76 0.35
3865 76 0.35
3768 76 0.35
3219 76 0.35
4779 76 0.35
5631 76 0.35
4011 76 0.35
5140 76 0.35
1429 75 0.346
6494 75 0.346
2653 75 0.346
6661 75 0.346
2830 75 0.346
1460 75 0.346
4358 75 0.346
391 75 0.346
3879 75 0.346
1472 75 0.346
1893 75 0.346
4215 75 0.346
5208 75 0.346
7363 75 0.346
5673 75 0.346
2684 75 0.346
2918 75 0.346
4919 75 0.346
917 75 0.346
4891 75 0.346
2019 75 0.346
4624 75 0.346
5887 75 0.346
3213 75 0.346
3555 75 0.346
2572 74 0.341
6188 74 0.341
4971 74 0.341
6257 74 0.341
3230 74 0.341
1506 74 0.341
4763 74 0.341
1968 74 0.341
5810 74 0.341
6302 74 0.341
3378 74 0.341
2460 74 0.341
6294 74 0.341
918 74 0.341
2809 74 0.341
3567 74 0.341
6741 74 0.341
1063 74 0.341
6920 74 0.341
4882 74 0.341
358 74 0.341
5858 74 0.341
6640 73 0.336
3169 73 0.336
2423 73 0.336
309 73 0.336
1450 73 0.336
2703 73 0.336
1425 73 0.336
3113 73 0.336
1966 73 0.336
5234 73 0.336
6264 73 0.336
6181 73 0.336
6747 73 0.336
1690 73 0.336
3420 73 0.336
1937 73 0.336
1122 73 0.336
1816 73 0.336
3689 73 0.336
2769 73 0.336
6935 73 0.336
77 73 0.336
7354 73 0.336
2121 73 0.336
7269 73 0.336
5624 73 0.336
1637 72 0.332
5703 72 0.332
3666 72 0.332
4785 72 0.332
1462 72 0.332
3385 72 0.332
7189 72 0.332
614 72 0.332
6914 72 0.332
3644 72 0.332
6521 72 0.332
4654 72 0.332
1018 72 0.332
7048 72 0.332
2773 72 0.332
3926 72 0.332
5551 72 0.332
5179 71 0.327
1697 71 0.327
214 71 0.327
2485 71 0.327
6725 71 0.327
880 71 0.327
3240 71 0.327
4576 71 0.327
4807 71 0.327
4252 71 0.327
151 71 0.327
5504 71 0.327
3004 71 0.327
4905 71 0.327
6958 71 0.327
1947 71 0.327
5009 71 0.327
2587 71 0.327
2175 71 0.327
3095 71 0.327
1730 71 0.327
3333 70 0.323
2362 70 0.323
1021 70 0.323
118 70 0.323
2052 70 0.323
4337 70 0.323
3185 70 0.323
681 70 0.323
2520 70 0.323
7022 70 0.323
2489 70 0.323
6054 70 0.323
5687 70 0.323
6792 70 0.323
7099 70 0.323
2908 70 0.323
7118 70 0.323
1592 70 0.323
2994 70 0.323
1924 70 0.323
1802 70 0.323
3679 70 0.323
1613 70 0.323
5635 70 0.323
7016 69 0.318
2006 69 0.318
673 69 0.318
7092 69 0.318
150 69 0.318
6809 69 0.318
893 69 0.318
3358 69 0.318
4906 69 0.318
2950 69 0.318
2340 69 0.318
583 69 0.318
5127 69 0.318
1776 69 0.318
6854 69 0.318
2870 69 0.318
5591 69 0.318
5476 69 0.318
1664 69 0.318
4776 69 0.318
6289 69 0.318
7148 69 0.318
7153 69 0.318
6061 69 0.318
7212 69 0.318
5896 69 0.318
4150 69 0.318
2448 69 0.318
695 68 0.313
2806 68 0.313
6718 68 0.313
5212 68 0.313
6309 68 0.313
4546 68 0.313
5395 68 0.313
2873 68 0.313
3671 68 0.313
2714 68 0.313
7380 68 0.313
2349 68 0.313
3868 68 0.313
5932 68 0.313
7296 68 0.313
3138 68 0.313
1265 68 0.313
2122 68 0.313
47 68 0.313
5639 68 0.313
5301 68 0.313
6078 68 0.313
4538 67 0.309
5087 67 0.309
1194 67 0.309
3771 67 0.309
746 67 0.309
2355 67 0.309
6566 67 0.309
39 67 0.309
285 67 0.309
1343 67 0.309
967 67 0.309
4850 67 0.309
638 67 0.309
2308 67 0.309
3547 67 0.309
4993 67 0.309
865 67 0.309
4621 67 0.309
6869 67 0.309
6433 67 0.309
6340 67 0.309
5205 67 0.309
3098 67 0.309
816 67 0.309
5387 67 0.309
1636 67 0.309
1288 67 0.309
5143 67 0.309
