id_prod count pourcentage
3475 67 0.309
2160 67 0.309
163 67 0.309
3972 67 0.309
2875 67 0.309
6902 67 0.309
3898 66 0.304
6838 66 0.304
3174 66 0.304
1190 66 0.304
7047 66 0.304
3606 66 0.304
6320 66 0.304
756 66 0.304
997 66 0.304
3579 66 0.304
7227 66 0.304
3396 66 0.304
5089 66 0.304
6659 66 0.304
2476 66 0.304
4455 66 0.304
3739 66 0.304
5614 66 0.304
4319 66 0.304
5875 66 0.304
6844 66 0.304
42 66 0.304
4812 66 0.304
2627 66 0.304
802 66 0.304
4462 66 0.304
5357 66 0.304
5385 66 0.304
3931 66 0.304
245 65 0.3
5823 65 0.3
7224 65 0.3
2995 65 0.3
5529 65 0.3
6769 65 0.3
3109 65 0.3
3699 65 0.3
4924 65 0.3
5428 65 0.3
4609 65 0.3
5186 65 0.3
2798 65 0.3
1284 65 0.3
4114 65 0.3
4593 65 0.3
1627 65 0.3
1996 65 0.3
1173 65 0.3
4827 65 0.3
6220 65 0.3
909 65 0.3
611 65 0.3
3971 65 0.3
114 65 0.3
1940 65 0.3
3082 65 0.3
2161 65 0.3
3991 65 0.3
4433 64 0.295
2099 64 0.295
4579 64 0.295
2720 64 0.295
4804 64 0.295
3923 64 0.295
2499 64 0.295
542 64 0.295
6382 64 0.295
3067 64 0.295
6161 64 0.295
3309 64 0.295
3228 64 0.295
7351 64 0.295
1992 64 0.295
4261 64 0.295
1370 64 0.295
2403 64 0.295
1880 64 0.295
7249 64 0.295
345 64 0.295
2002 64 0.295
620 64 0.295
1908 64 0.295
667 64 0.295
5629 64 0.295
3306 64 0.295
3657 64 0.295
4635 64 0.295
1201 63 0.29
3413 63 0.29
6503 63 0.29
6400 63 0.29
5565 63 0.29
6207 63 0.29
2110 63 0.29
6007 63 0.29
4421 63 0.29
7021 63 0.29
3263 63 0.29
5615 63 0.29
5488 63 0.29
3445 63 0.29
2064 63 0.29
954 63 0.29
1914 63 0.29
4846 63 0.29
5273 63 0.29
7199 63 0.29
104 63 0.29
3977 63 0.29
2183 63 0.29
932 63 0.29
1486 62 0.286
237 62 0.286
7105 62 0.286
1698 62 0.286
6810 62 0.286
293 62 0.286
6052 62 0.286
6310 62 0.286
2800 62 0.286
5479 62 0.286
4192 62 0.286
6604 62 0.286
3480 62 0.286
156 62 0.286
526 62 0.286
80 62 0.286
7031 62 0.286
5197 62 0.286
3001 62 0.286
99 62 0.286
2643 62 0.286
7107 62 0.286
6246 62 0.286
3987 62 0.286
6848 62 0.286
6928 62 0.286
3052 61 0.281
2031 61 0.281
1542 61 0.281
1448 61 0.281
5170 61 0.281
759 61 0.281
2524 61 0.281
838 61 0.281
5439 61 0.281
3441 61 0.281
659 61 0.281
4736 61 0.281
6445 61 0.281
1804 61 0.281
4311 61 0.281
1933 61 0.281
4552 61 0.281
6106 61 0.281
3975 61 0.281
3330 61 0.281
7371 61 0.281
6090 61 0.281
1503 61 0.281
4269 61 0.281
2467 61 0.281
4042 61 0.281
2176 61 0.281
1708 60 0.277
6130 60 0.277
538 60 0.277
4844 60 0.277
2208 60 0.277
3310 60 0.277
3950 60 0.277
1961 60 0.277
1046 60 0.277
5661 60 0.277
780 60 0.277
2717 60 0.277
3903 60 0.277
2964 60 0.277
862 60 0.277
3810 60 0.277
1803 60 0.277
4179 60 0.277
4990 60 0.277
6177 60 0.277
3553 60 0.277
5894 60 0.277
6219 59 0.272
7143 59 0.272
6332 59 0.272
3170 59 0.272
1453 59 0.272
3022 59 0.272
1743 59 0.272
6178 59 0.272
190 59 0.272
4119 59 0.272
6738 59 0.272
5587 59 0.272
211 59 0.272
2616 59 0.272
3271 59 0.272
2556 59 0.272
3159 59 0.272
795 59 0.272
3470 59 0.272
805 59 0.272
3036 59 0.272
1901 59 0.272
6180 59 0.272
6759 59 0.272
63 59 0.272
3581 59 0.272
4033 59 0.272
2159 59 0.272
4648 59 0.272
3893 59 0.272
4146 58 0.267
3561 58 0.267
2808 58 0.267
5176 58 0.267
1782 58 0.267
7187 58 0.267
2651 58 0.267
2975 58 0.267
1351 58 0.267
1384 58 0.267
2797 58 0.267
2516 58 0.267
821 58 0.267
6216 58 0.267
5180 58 0.267
809 58 0.267
776 58 0.267
4989 58 0.267
3597 58 0.267
1156 58 0.267
1809 58 0.267
4273 58 0.267
936 58 0.267
2658 58 0.267
2378 58 0.267
3387 58 0.267
4982 58 0.267
6750 58 0.267
6345 58 0.267
1440 58 0.267
6846 58 0.267
868 58 0.267
1399 58 0.267
3629 58 0.267
4037 58 0.267
3932 58 0.267
2257 58 0.267
2734 58 0.267
3017 57 0.263
3698 57 0.263
1320 57 0.263
5840 57 0.263
5368 57 0.263
3018 57 0.263
2894 57 0.263
6752 57 0.263
3258 57 0.263
6485 57 0.263
728 57 0.263
3382 57 0.263
4413 57 0.263
959 57 0.263
48 57 0.263
4203 57 0.263
3247 57 0.263
5020 57 0.263
1244 57 0.263
6478 57 0.263
3821 57 0.263
317 57 0.263
6886 57 0.263
7234 57 0.263
988 57 0.263
2678 57 0.263
5336 57 0.263
6645 57 0.263
7244 57 0.263
1511 57 0.263
3220 57 0.263
6468 57 0.263
3961 57 0.263
1311 57 0.263
5850 57 0.263
173 57 0.263
2144 57 0.263
5868 57 0.263
2784 56 0.258
1346 56 0.258
6787 56 0.258
3808 56 0.258
3414 56 0.258
4623 56 0.258
3241 56 0.258
6770 56 0.258
1533 56 0.258
4405 56 0.258
6252 56 0.258
5808 56 0.258
6322 56 0.258
6072 56 0.258
5620 56 0.258
4749 56 0.258
7033 56 0.258
716 56 0.258
3886 56 0.258
843 56 0.258
6876 56 0.258
7058 56 0.258
1339 56 0.258
1630 56 0.258
2701 56 0.258
7125 56 0.258
4780 56 0.258
3505 56 0.258
897 56 0.258
5025 56 0.258
366 56 0.258
2794 55 0.254
6586 55 0.254
5761 55 0.254
6438 55 0.254
2709 55 0.254
3765 55 0.254
4937 55 0.254
1114 55 0.254
1549 55 0.254
1207 55 0.254
1561 55 0.254
2631 55 0.254
4309 55 0.254
2860 55 0.254
3206 55 0.254
3982 55 0.254
417 55 0.254
5510 55 0.254
2408 55 0.254
2357 55 0.254
558 55 0.254
1299 55 0.254
6464 55 0.254
2074 55 0.254
1331 54 0.249
1358 54 0.249
4764 54 0.249
914 54 0.249
1746 54 0.249
3054 54 0.249
1131 54 0.249
1180 54 0.249
5594 54 0.249
2614 54 0.249
6123 54 0.249
2068 54 0.249
6167 54 0.249
6333 54 0.249
4607 54 0.249
6091 54 0.249
6227 54 0.249
5379 54 0.249
2632 54 0.249
5023 54 0.249
2814 54 0.249
3487 54 0.249
6501 54 0.249
4941 54 0.249
4520 54 0.249
4965 54 0.249
6198 54 0.249
5630 54 0.249
860 54 0.249
6803 54 0.249
5152 54 0.249
7378 53 0.244
1128 53 0.244
7129 53 0.244
2383 53 0.244
74 53 0.244
1101 53 0.244
1232 53 0.244
2731 53 0.244
1361 53 0.244
2796 53 0.244
3806 53 0.244
6253 53 0.244
2728 53 0.244
4973 53 0.244
953 53 0.244
29 53 0.244
2080 53 0.244
265 53 0.244
5300 53 0.244
5792 53 0.244
7133 53 0.244
3116 53 0.244
6988 53 0.244
1368 53 0.244
5187 53 0.244
6887 53 0.244
1581 53 0.244
7281 53 0.244
3532 53 0.244
657 53 0.244
1034 52 0.24
3239 52 0.24
6053 52 0.24
6589 52 0.24
4573 52 0.24
1960 52 0.24
4279 52 0.24
4475 52 0.24
4200 52 0.24
6684 52 0.24
290 52 0.24
6259 52 0.24
4568 52 0.24
935 52 0.24
505 52 0.24
5285 52 0.24
6633 52 0.24
6218 52 0.24
6399 52 0.24
7254 52 0.24
6862 52 0.24
3008 52 0.24
3485 52 0.24
6517 52 0.24
6459 52 0.24
5382 52 0.24
6847 52 0.24
162 52 0.24
4316 52 0.24
2839 52 0.24
6921 52 0.24
4063 52 0.24
2733 52 0.24
3232 51 0.235
3252 51 0.235
2849 51 0.235
6437 51 0.235
735 51 0.235
6965 51 0.235
6192 51 0.235
1045 51 0.235
1285 51 0.235
1551 51 0.235
5449 51 0.235
7343 51 0.235
4260 51 0.235
288 51 0.235
3643 51 0.235
1916 51 0.235
5527 51 0.235
1571 51 0.235
1332 51 0.235
3474 51 0.235
4353 51 0.235
2075 51 0.235
5934 51 0.235
3231 50 0.23
4191 50 0.23
5789 50 0.23
1279 50 0.23
4752 50 0.23
4791 50 0.23
6960 50 0.23
3407 50 0.23
4563 50 0.23
2443 50 0.23
6675 50 0.23
4820 50 0.23
1550 50 0.23
7181 50 0.23
1692 50 0.23
2899 50 0.23
4527 50 0.23
3106 50 0.23
3158 50 0.23
1733 50 0.23
7350 50 0.23
5826 50 0.23
3625 49 0.226
2933 49 0.226
2577 49 0.226
4204 49 0.226
1417 49 0.226
3920 49 0.226
6737 49 0.226
3168 49 0.226
4741 49 0.226
7172 49 0.226
3910 49 0.226
6680 49 0.226
796 49 0.226
2729 49 0.226
1338 49 0.226
3276 49 0.226
7077 49 0.226
4398 49 0.226
5975 49 0.226
1769 49 0.226
1301 49 0.226
1290 49 0.226
7230 49 0.226
3622 49 0.226
5708 49 0.226
5026 49 0.226
3536 49 0.226
5821 49 0.226
2876 49 0.226
5659 49 0.226
365 49 0.226
2958 48 0.221
6989 48 0.221
6117 48 0.221
2356 48 0.221
5801 48 0.221
3700 48 0.221
2337 48 0.221
4575 48 0.221
727 48 0.221
65 48 0.221
1084 48 0.221
7340 48 0.221
5665 48 0.221
5471 48 0.221
3479 48 0.221
6092 48 0.221
5616 48 0.221
1724 48 0.221
1870 48 0.221
3878 48 0.221
5311 48 0.221
4832 48 0.221
183 48 0.221
7083 48 0.221
879 48 0.221
7251 48 0.221
5782 48 0.221
3882 48 0.221
4153 48 0.221
6527 48 0.221
2190 48 0.221
5412 48 0.221
5636 48 0.221
3875 48 0.221
5882 48 0.221
306 48 0.221
2179 48 0.221
3911 47 0.217
5390 47 0.217
1242 47 0.217
5727 47 0.217
1972 47 0.217
7349 47 0.217
4498 47 0.217
1886 47 0.217
3151 47 0.217
2554 47 0.217
6883 47 0.217
7056 47 0.217
5694 47 0.217
588 47 0.217
6139 47 0.217
6398 47 0.217
2646 47 0.217
739 47 0.217
4378 47 0.217
1547 47 0.217
1379 47 0.217
4451 47 0.217
3904 47 0.217
2927 47 0.217
793 47 0.217
5637 47 0.217
1846 47 0.217
379 47 0.217
2193 47 0.217
2602 47 0.217
6660 47 0.217
3149 47 0.217
2716 47 0.217
4964 47 0.217
425 47 0.217
6708 47 0.217
2508 46 0.212
3602 46 0.212
648 46 0.212
2207 46 0.212
1140 46 0.212
5245 46 0.212
4613 46 0.212
6639 46 0.212
6394 46 0.212
7307 46 0.212
2407 46 0.212
1752 46 0.212
4849 46 0.212
7106 46 0.212
4247 46 0.212
1026 46 0.212
5003 46 0.212
2925 46 0.212
6486 46 0.212
5086 46 0.212
4954 46 0.212
6594 46 0.212
2395 46 0.212
7082 46 0.212
2857 46 0.212
5257 46 0.212
5606 46 0.212
6156 46 0.212
3752 46 0.212
4875 46 0.212
6016 46 0.212
3096 46 0.212
1537 46 0.212
5316 46 0.212
3550 46 0.212
6518 46 0.212
4841 46 0.212
2172 46 0.212
5974 46 0.212
4314 46 0.212
5861 46 0.212
855 46 0.212
3187 46 0.212
866 45 0.207
3234 45 0.207
7332 45 0.207
3578 45 0.207
1365 45 0.207
3160 45 0.207
7053 45 0.207
1695 45 0.207
599 45 0.207
2386 45 0.207
4221 45 0.207
6354 45 0.207
811 45 0.207
5468 45 0.207
5791 45 0.207
656 45 0.207
4725 45 0.207
2481 45 0.207
148 45 0.207
2139 45 0.207
4880 45 0.207
1508 45 0.207
4886 45 0.207
5055 45 0.207
4038 45 0.207
3979 45 0.207
5521 45 0.207
3796 45 0.207
1796 44 0.203
3248 44 0.203
4194 44 0.203
6132 44 0.203
1033 44 0.203
1998 44 0.203
2536 44 0.203
1146 44 0.203
1682 44 0.203
6950 44 0.203
5417 44 0.203
1354 44 0.203
6406 44 0.203
966 44 0.203
2069 44 0.203
4881 44 0.203
2583 44 0.203
7386 44 0.203
5007 44 0.203
30 44 0.203
5096 44 0.203
2683 44 0.203
1342 44 0.203
1519 44 0.203
6488 44 0.203
86 44 0.203
5051 44 0.203
5739 44 0.203
3146 44 0.203
2661 44 0.203
4415 44 0.203
596 44 0.203
3949 44 0.203
254 44 0.203
1061 44 0.203
3369 44 0.203
2904 44 0.203
5889 44 0.203
2180 44 0.203
450 44 0.203
2926 44 0.203
3733 44 0.203
6425 44 0.203
1373 43 0.198
7140 43 0.198
4768 43 0.198
1109 43 0.198
957 43 0.198
5150 43 0.198
4857 43 0.198
2360 43 0.198
7325 43 0.198
6191 43 0.198
2682 43 0.198
3404 43 0.198
3290 43 0.198
1488 43 0.198
6975 43 0.198
5440 43 0.198
4926 43 0.198
736 43 0.198
4430 43 0.198
4544 43 0.198
7151 43 0.198
5755 43 0.198
1196 43 0.198
454 43 0.198
6500 43 0.198
4530 43 0.198
564 43 0.198
6734 43 0.198
2763 43 0.198
7123 43 0.198
4154 43 0.198
1699 43 0.198
160 43 0.198
1811 43 0.198
4531 43 0.198
4349 43 0.198
2269 43 0.198
2177 43 0.198
5027 43 0.198
342 43 0.198
5048 43 0.198
3208 43 0.198
271 42 0.194
6417 42 0.194
1576 42 0.194
2803 42 0.194
4382 42 0.194
5005 42 0.194
6058 42 0.194
2884 42 0.194
1077 42 0.194
1963 42 0.194
715 42 0.194
4739 42 0.194
3499 42 0.194
960 42 0.194
3907 42 0.194
1150 42 0.194
3040 42 0.194
5648 42 0.194
4562 42 0.194
5491 42 0.194
5370 42 0.194
2558 42 0.194
896 42 0.194
7027 42 0.194
5525 42 0.194
4211 42 0.194
530 42 0.194
308 42 0.194
6978 42 0.194
708 42 0.194
5153 42 0.194
7369 42 0.194
4027 42 0.194
5315 42 0.194
1729 42 0.194
852 42 0.194
2446 41 0.189
3929 41 0.189
4180 41 0.189
3502 41 0.189
1071 41 0.189
280 41 0.189
3235 41 0.189
6254 41 0.189
3909 41 0.189
2527 41 0.189
3568 41 0.189
6028 41 0.189
4292 41 0.189
7226 41 0.189
4183 41 0.189
2320 41 0.189
4459 41 0.189
3607 41 0.189
5608 41 0.189
7360 41 0.189
36 41 0.189
2638 41 0.189
883 41 0.189
2471 41 0.189
230 41 0.189
3925 41 0.189
2613 41 0.189
5943 41 0.189
404 41 0.189
3783 41 0.189
2495 41 0.189
1151 41 0.189
4147 41 0.189
5458 40 0.184
3573 40 0.184
1336 40 0.184
3127 40 0.184
2840 40 0.184
6145 40 0.184
3201 40 0.184
54 40 0.184
5475 40 0.184
5254 40 0.184
730 40 0.184
1160 40 0.184
940 40 0.184
1566 40 0.184
6339 40 0.184
4824 40 0.184
4041 40 0.184
3825 40 0.184
1070 40 0.184
3329 40 0.184
3363 40 0.184
194 40 0.184
4643 40 0.184
1491 40 0.184
4720 40 0.184
4107 40 0.184
7190 40 0.184
2655 40 0.184
6471 40 0.184
4590 40 0.184
2335 40 0.184
2124 40 0.184
323 40 0.184
6036 40 0.184
5144 39 0.18
1219 39 0.18
6498 39 0.18
6816 39 0.18
2905 39 0.18
647 39 0.18
6284 39 0.18
6997 39 0.18
124 39 0.18
6414 39 0.18
3864 39 0.18
4485 39 0.18
3665 39 0.18
3609 39 0.18
3432 39 0.18
2998 39 0.18
1853 39 0.18
589 39 0.18
2700 39 0.18
986 39 0.18
5571 39 0.18
1555 39 0.18
5987 39 0.18
6401 39 0.18
2722 39 0.18
2084 39 0.18
1529 39 0.18
806 39 0.18
6381 39 0.18
7233 39 0.18
4821 39 0.18
934 39 0.18
4461 39 0.18
4036 39 0.18
5985 39 0.18
1169 39 0.18
2390 39 0.18
5117 39 0.18
4009 39 0.18
5044 39 0.18
6966 38 0.175
6714 38 0.175
2861 38 0.175
5115 38 0.175
3233 38 0.175
3362 38 0.175
4391 38 0.175
3319 38 0.175
6491 38 0.175
2001 38 0.175
7197 38 0.175
1862 38 0.175
1798 38 0.175
1013 38 0.175
294 38 0.175
3332 38 0.175
5030 38 0.175
1381 38 0.175
5538 38 0.175
5601 38 0.175
6370 38 0.175
6864 38 0.175
1350 38 0.175
3301 38 0.175
7210 38 0.175
7216 38 0.175
5924 38 0.175
383 38 0.175
5944 38 0.175
6395 38 0.175
5022 38 0.175
4903 38 0.175
2612 38 0.175
4748 38 0.175
6976 38 0.175
7291 38 0.175
3663 38 0.175
783 38 0.175
2621 38 0.175
2400 38 0.175
1325 38 0.175
6827 38 0.175
4829 38 0.175
6048 38 0.175
5512 37 0.171
3515 37 0.171
6343 37 0.171
2677 37 0.171
7330 37 0.171
6411 37 0.171
7080 37 0.171
3576 37 0.171
2575 37 0.171
6874 37 0.171
2412 37 0.171
5072 37 0.171
6215 37 0.171
2990 37 0.171
2735 37 0.171
1282 37 0.171
1867 37 0.171
5638 37 0.171
6603 37 0.171
374 37 0.171
5885 37 0.171
6415 37 0.171
6856 37 0.171
2569 37 0.171
1049 37 0.171
7374 37 0.171
5283 37 0.171
3315 37 0.171
6030 37 0.171
4315 37 0.171
50 37 0.171
1574 37 0.171
2186 37 0.171
4856 37 0.171
5328 37 0.171
3614 36 0.166
2599 36 0.166
3403 36 0.166
1345 36 0.166
2562 36 0.166
680 36 0.166
7026 36 0.166
3562 36 0.166
2713 36 0.166
4847 36 0.166
2756 36 0.166
4708 36 0.166
709 36 0.166
5105 36 0.166
5371 36 0.166
5190 36 0.166
6534 36 0.166
6575 36 0.166
19 36 0.166
116 36 0.166
6055 36 0.166
6891 36 0.166
3419 36 0.166
5146 36 0.166
1921 36 0.166
3302 36 0.166
4145 36 0.166
6194 36 0.166
3049 36 0.166
758 36 0.166
7229 36 0.166
5805 36 0.166
6625 36 0.166
3528 36 0.166
7280 36 0.166
2789 36 0.166
2915 36 0.166
6977 36 0.166
3507 36 0.166
4723 36 0.166
3379 36 0.166
3957 36 0.166
6363 36 0.166
4013 36 0.166
6930 36 0.166
1168 36 0.166
4535 35 0.161
4400 35 0.161
6150 35 0.161
1203 35 0.161
5513 35 0.161
4408 35 0.161
3684 35 0.161
3237 35 0.161
7131 35 0.161
4781 35 0.161
3331 35 0.161
5364 35 0.161
2890 35 0.161
5553 35 0.161
6458 35 0.161
4397 35 0.161
3670 35 0.161
5546 35 0.161
2620 35 0.161
2601 35 0.161
7097 35 0.161
3272 35 0.161
825 35 0.161
4952 35 0.161
3115 35 0.161
4148 35 0.161
1315 35 0.161
2584 35 0.161
7265 35 0.161
5018 35 0.161
1617 35 0.161
3153 35 0.161
4758 35 0.161
2072 35 0.161
6590 35 0.161
3564 35 0.161
1567 35 0.161
2167 35 0.161
3741 35 0.161
581 35 0.161
298 35 0.161
3348 35 0.161
827 35 0.161
931 35 0.161
1568 34 0.157
2615 34 0.157
6418 34 0.157
2565 34 0.157
1767 34 0.157
4651 34 0.157
299 34 0.157
2581 34 0.157
4330 34 0.157
4676 34 0.157
4765 34 0.157
4238 34 0.157
562 34 0.157
6087 34 0.157
4375 34 0.157
2956 34 0.157
7228 34 0.157
5463 34 0.157
6347 34 0.157
325 34 0.157
6454 34 0.157
6926 34 0.157
5355 34 0.157
517 34 0.157
2470 34 0.157
4135 34 0.157
3152 34 0.157
5515 34 0.157
3365 34 0.157
5572 34 0.157
905 34 0.157
5917 34 0.157
1074 34 0.157
1499 34 0.157
2664 34 0.157
262 34 0.157
1126 33 0.152
2902 33 0.152
6311 33 0.152
2863 33 0.152
5211 33 0.152
895 33 0.152
5142 33 0.152
650 33 0.152
1247 33 0.152
7266 33 0.152
6107 33 0.152
2937 33 0.152
1025 33 0.152
1620 33 0.152
1112 33 0.152
729 33 0.152
31 33 0.152
4123 33 0.152
1778 33 0.152
2545 33 0.152
4976 33 0.152
4647 33 0.152
6487 33 0.152
7180 33 0.152
7160 33 0.152
5989 33 0.152
3133 33 0.152
1520 33 0.152
4205 33 0.152
2100 33 0.152
7209 33 0.152
5221 33 0.152
247 33 0.152
4967 33 0.152
7087 33 0.152
3965 33 0.152
2474 33 0.152
5017 33 0.152
2768 33 0.152
4307 33 0.152
4087 33 0.152
5101 33 0.152
336 33 0.152
2930 33 0.152
1176 32 0.147
7328 32 0.147
6648 32 0.147
6402 32 0.147
2842 32 0.147
6146 32 0.147
5555 32 0.147
3171 32 0.147
2336 32 0.147
4134 32 0.147
6270 32 0.147
4441 32 0.147
5436 32 0.147
3136 32 0.147
6784 32 0.147
7116 32 0.147
2385 32 0.147
4281 32 0.147
6330 32 0.147
4112 32 0.147
4532 32 0.147
4796 32 0.147
6419 32 0.147
5496 32 0.147
6774 32 0.147
834 32 0.147
1117 32 0.147
5911 32 0.147
35 32 0.147
3710 32 0.147
2358 32 0.147
5441 32 0.147
2401 32 0.147
6229 32 0.147
7364 32 0.147
6175 32 0.147
6736 32 0.147
7231 32 0.147
527 32 0.147
7045 32 0.147
2697 32 0.147
6909 32 0.147
7179 32 0.147
3610 32 0.147
447 32 0.147
4872 32 0.147
4008 32 0.147
578 32 0.147
4639 32 0.147
398 32 0.147
1837 32 0.147
3954 32 0.147
4622 31 0.143
6502 31 0.143
2807 31 0.143
1149 31 0.143
3019 31 0.143
2727 31 0.143
4999 31 0.143
3288 31 0.143
4504 31 0.143
279 31 0.143
4122 31 0.143
694 31 0.143
3914 31 0.143
7353 31 0.143
2831 31 0.143
246 31 0.143
1686 31 0.143
551 31 0.143
4884 31 0.143
892 31 0.143
5397 31 0.143
3668 31 0.143
1104 31 0.143
6623 31 0.143
4091 31 0.143
1327 31 0.143
324 31 0.143
1208 31 0.143
1621 31 0.143
5485 31 0.143
6814 31 0.143
2206 31 0.143
3166 31 0.143
4738 31 0.143
6558 31 0.143
4869 31 0.143
2656 31 0.143
4136 31 0.143
6361 31 0.143
2777 31 0.143
2188 31 0.143
2747 31 0.143
2959 30 0.138
826 30 0.138
6688 30 0.138
3144 30 0.138
5112 30 0.138
3612 30 0.138
2804 30 0.138
3675 30 0.138
2871 30 0.138
2 30 0.138
1615 30 0.138
5107 30 0.138
5224 30 0.138
5394 30 0.138
5740 30 0.138
3500 30 0.138
1929 30 0.138
1827 30 0.138
3662 30 0.138
4533 30 0.138
2102 30 0.138
4890 30 0.138
2101 30 0.138
6384 30 0.138
4223 30 0.138
6112 30 0.138
4650 30 0.138
1278 30 0.138
2841 30 0.138
3651 30 0.138
4864 30 0.138
5392 30 0.138
2642 30 0.138
1163 30 0.138
6829 30 0.138
4992 30 0.138
427 30 0.138
4078 30 0.138
3938 30 0.138
4586 30 0.138
3204 30 0.138
4672 29 0.134
4439 29 0.134
3294 29 0.134
21 29 0.134
1001 29 0.134
5446 29 0.134
334 29 0.134
875 29 0.134
6199 29 0.134
2748 29 0.134
890 29 0.134
6018 29 0.134
7358 29 0.134
6884 29 0.134
848 29 0.134
3161 29 0.134
2961 29 0.134
4641 29 0.134
7357 29 0.134
1643 29 0.134
1458 29 0.134
5540 29 0.134
4626 29 0.134
5933 29 0.134
4217 29 0.134
1237 29 0.134
3289 29 0.134
4322 29 0.134
4331 29 0.134
5263 29 0.134
3912 29 0.134
4724 29 0.134
2557 29 0.134
384 29 0.134
3988 29 0.134
3422 29 0.134
1839 29 0.134
7376 29 0.134
600 29 0.134
6102 29 0.134
5462 29 0.134
4327 29 0.134
5041 29 0.134
41 28 0.129
6318 28 0.129
863 28 0.129
732 28 0.129
5305 28 0.129
3457 28 0.129
2085 28 0.129
3580 28 0.129
3484 28 0.129
6050 28 0.129
5321 28 0.129
1945 28 0.129
7074 28 0.129
512 28 0.129
6457 28 0.129
2928 28 0.129
5215 28 0.129
5312 28 0.129
6704 28 0.129
6574 28 0.129
4583 28 0.129
6620 28 0.129
3762 28 0.129
2111 28 0.129
4894 28 0.129
3101 28 0.129
4343 28 0.129
2394 28 0.129
886 28 0.129
7093 28 0.129
7060 28 0.129
1684 28 0.129
6806 28 0.129
5278 28 0.129
3359 28 0.129
1909 28 0.129
6528 28 0.129
4865 28 0.129
4079 28 0.129
1691 28 0.129
107 28 0.129
3754 28 0.129
1814 27 0.124
1044 27 0.124
40 27 0.124
1141 27 0.124
7030 27 0.124
691 27 0.124
6038 27 0.124
1010 27 0.124
4360 27 0.124
4887 27 0.124
2341 27 0.124
7154 27 0.124
6443 27 0.124
2674 27 0.124
5456 27 0.124
5214 27 0.124
4580 27 0.124
1857 27 0.124
5349 27 0.124
798 27 0.124
330 27 0.124
3717 27 0.124
5910 27 0.124
5573 27 0.124
4454 27 0.124
1230 27 0.124
6554 27 0.124
5473 27 0.124
2364 27 0.124
1872 27 0.124
2920 27 0.124
969 27 0.124
3913 27 0.124
5765 27 0.124
662 27 0.124
7284 27 0.124
3677 27 0.124
405 27 0.124
5100 27 0.124
7239 27 0.124
6940 27 0.124
2265 27 0.124
4589 27 0.124
6376 27 0.124
2107 26 0.12
3033 26 0.12
4733 26 0.12
7024 26 0.12
5711 26 0.12
2391 26 0.12
2633 26 0.12
572 26 0.12
4774 26 0.12
6071 26 0.12
7345 26 0.12
6646 26 0.12
4710 26 0.12
1210 26 0.12
6040 26 0.12
2817 26 0.12
5524 26 0.12
4719 26 0.12
4297 26 0.12
2936 26 0.12
5079 26 0.12
570 26 0.12
1364 26 0.12
1577 26 0.12
4789 26 0.12
2854 26 0.12
688 26 0.12
723 26 0.12
846 26 0.12
1095 26 0.12
923 26 0.12
6545 26 0.12
2594 26 0.12
1753 26 0.12
5834 26 0.12
3411 26 0.12
6897 26 0.12
1838 26 0.12
3715 26 0.12
5206 26 0.12
444 26 0.12
3097 26 0.12
6593 26 0.12
3203 26 0.12
1722 26 0.12
2165 26 0.12
930 26 0.12
6999 25 0.115
2451 25 0.115
5843 25 0.115
5 25 0.115
5531 25 0.115
3345 25 0.115
4980 25 0.115
3450 25 0.115
1869 25 0.115
1446 25 0.115
5509 25 0.115
2334 25 0.115
2305 25 0.115
2511 25 0.115
5798 25 0.115
2779 25 0.115
5391 25 0.115
652 25 0.115
5883 25 0.115
3582 25 0.115
1088 25 0.115
965 25 0.115
6436 25 0.115
515 25 0.115
6082 25 0.115
1616 25 0.115
2848 25 0.115
3966 25 0.115
5469 25 0.115
5835 25 0.115
4294 25 0.115
1241 25 0.115
2466 25 0.115
4168 25 0.115
3815 25 0.115
5774 25 0.115
1642 25 0.115
3866 25 0.115
3986 25 0.115
3291 24 0.111
871 24 0.111
1427 24 0.111
6355 24 0.111
3293 24 0.111
4240 24 0.111
3099 24 0.111
3139 24 0.111
6496 24 0.111
4341 24 0.111
2332 24 0.111
955 24 0.111
5545 24 0.111
5429 24 0.111
6627 24 0.111
3707 24 0.111
3443 24 0.111
20 24 0.111
3 24 0.111
6743 24 0.111
1528 24 0.111
4767 24 0.111
1623 24 0.111
5178 24 0.111
5202 24 0.111
6785 24 0.111
1875 24 0.111
4652 24 0.111
7155 24 0.111
4718 24 0.111
2279 24 0.111
3409 24 0.111
3145 24 0.111
4543 24 0.111
2598 24 0.111
4601 24 0.111
1813 24 0.111
6245 24 0.111
4291 24 0.111
2783 24 0.111
6152 24 0.111
6157 24 0.111
3608 24 0.111
3195 24 0.111
5712 24 0.111
6093 24 0.111
3652 24 0.111
5447 24 0.111
4133 24 0.111
1694 24 0.111
392 24 0.111
1066 24 0.111
3353 24 0.111
5353 24 0.111
7198 24 0.111
3853 24 0.111
3028 24 0.111
945 24 0.111
5583 24 0.111
3299 24 0.111
5942 24 0.111
946 24 0.111
2103 24 0.111
4020 24 0.111
4024 24 0.111
2126 24 0.111
3317 24 0.111
1607 24 0.111
127 24 0.111
5655 24 0.111
2306 24 0.111
763 23 0.106
2413 23 0.106
2469 23 0.106
6773 23 0.106
394 23 0.106
645 23 0.106
693 23 0.106
1565 23 0.106
741 23 0.106
5741 23 0.106
4744 23 0.106
6369 23 0.106
